regime,start,end
WOI,2025-04-11,2025-04-18
Inflation,2025-04-18,2025-04-21
WOI,2025-04-21,2025-04-25
Steady_State,2025-04-25,2025-04-30
WOI,2025-04-30,2025-05-07
Steady_State,2025-05-07,2025-05-08
WOI,2025-05-08,2025-05-09
Steady_State,2025-05-09,2025-05-12
Crisis,2025-05-12,2025-05-13
WOI,2025-05-13,2025-05-14
Steady_State,2025-05-14,2025-05-15
WOI,2025-05-15,2025-05-16
Steady_State,2025-05-16,2025-05-21
WOI,2025-05-21,2025-05-22
Steady_State,2025-05-22,2025-05-26
Inflation,2025-05-26,2025-05-27
WOI,2025-05-27,2025-05-28
Steady_State,2025-05-28,2025-06-02
WOI,2025-06-02,2025-06-03
Steady_State,2025-06-03,2025-06-13
WOI,2025-06-13,2025-06-16
Steady_State,2025-06-16,2025-06-19
Inflation,2025-06-19,2025-06-20
Steady_State,2025-06-20,2025-06-23
WOI,2025-06-23,2025-06-26
Steady_State,2025-06-26,2025-07-01
WOI,2025-07-01,2025-07-03
Steady_State,2025-07-03,2025-07-04
Inflation,2025-07-04,2025-07-07
WOI,2025-07-07,2025-07-08
Steady_State,2025-07-08,2025-07-15
WOI,2025-07-15,2025-07-16
Steady_State,2025-07-16,2025-07-23
WOI,2025-07-23,2025-07-24
Steady_State,2025-07-24,2025-07-31
WOI,2025-07-31,2025-08-05
Steady_State,2025-08-05,2025-08-12
WOI,2025-08-12,2025-08-14
Steady_State,2025-08-14,2025-08-19
WOI,2025-08-19,2025-08-20
Steady_State,2025-08-20,2025-08-21
WOI,2025-08-21,2025-08-25
Steady_State,2025-08-25,2025-09-01
Inflation,2025-09-01,2025-09-02
WOI,2025-09-02,2025-09-03
Steady_State,2025-09-03,2025-09-10
WOI,2025-09-10,2025-09-11
Steady_State,2025-09-11,2025-09-18
WOI,2025-09-18,2025-09-19
Steady_State,2025-09-19,2025-10-06
WOI,2025-10-06,2025-10-07
Steady_State,2025-10-07,2025-10-08
WOI,2025-10-08,2025-10-09
Steady_State,2025-10-09,2025-10-10
WOI,2025-10-10,2025-10-13
Steady_State,2025-10-13,2025-10-14
WOI,2025-10-14,2025-10-17
Steady_State,2025-10-17,2025-10-20
WOI,2025-10-20,2025-10-22
Steady_State,2025-10-22,2025-10-27
WOI,2025-10-27,2025-10-28
Steady_State,2025-10-28,2025-10-29
WOI,2025-10-29,2025-10-30
Steady_State,2025-10-30,2025-11-04
WOI,2025-11-04,2025-11-07
Steady_State,2025-11-07,2025-11-10
WOI,2025-11-10,2025-11-11
Steady_State,2025-11-11,2025-11-13
WOI,2025-11-13,2025-11-19
Steady_State,2025-11-19,2025-11-20
WOI,2025-11-20,2025-11-25
Steady_State,2025-11-25,2025-11-27
Inflation,2025-11-27,2025-11-28
Steady_State,2025-11-28,2025-12-08
WOI,2025-12-08,2025-12-09
Steady_State,2025-12-09,2025-12-10
WOI,2025-12-10,2025-12-11
Steady_State,2025-12-11,2025-12-12
WOI,2025-12-12,2025-12-15
Steady_State,2025-12-15,2025-12-17
WOI,2025-12-17,2025-12-18
Steady_State,2025-12-18,2025-12-19
WOI,2025-12-19,2025-12-22
Steady_State,2025-12-22,2025-12-25
Inflation,2025-12-25,2025-12-26
Steady_State,2025-12-26,2026-01-01
Inflation,2026-01-01,2026-01-02
Steady_State,2026-01-02,2026-01-08
WOI,2026-01-08,2026-01-09
Steady_State,2026-01-09,2026-01-19
Inflation,2026-01-19,2026-01-20
WOI,2026-01-20,2026-01-22
Steady_State,2026-01-22,2026-01-23
WOI,2026-01-23,2026-01-26
Steady_State,2026-01-26,2026-01-29
WOI,2026-01-29,2026-02-09
Steady_State,2026-02-09,2026-02-12
WOI,2026-02-12,2026-02-13
Steady_State,2026-02-13,2026-02-16
Inflation,2026-02-16,2026-02-17
Steady_State,2026-02-17,2026-02-20
WOI,2026-02-20,2026-02-24
Steady_State,2026-02-24,2026-02-25
WOI,2026-02-25,2026-02-26
Steady_State,2026-02-26,2026-02-27
WOI,2026-02-27,2026-03-17
Steady_State,2026-03-17,2026-03-18
WOI,2026-03-18,2026-04-03
Steady_State,2026-04-03,2026-04-08
Crisis,2026-04-08,2026-04-09
Steady_State,2026-04-09,2026-04-13
WOI,2026-04-13,2026-04-16
Steady_State,2026-04-16,2026-04-17
WOI,2026-04-17,2026-04-20
Steady_State,2026-04-20,2026-04-22
WOI,2026-04-22,2026-04-24
Steady_State,2026-04-24,2026-04-30
WOI,2026-04-30,2026-05-01
Crisis,2026-05-01,2026-05-07
